"","D0N","D1N","J1N","D0S","D1S","J1S","D0L","D1L","J1L"
"CRUK0472",1.02020333732892,1.01415435304906,0.991471105474182,1.23163469031048,1.16395954136704,0.966791612764908,1.03862641327073,1.02827057095244,0.985907629850229
"CRUK0484",1.91365414631603,1.63436320914331,0.774119241069025,3.37567104915582,2.70283247368778,0.787602308164845,2.157258919546,1.82755123814471,0.774489867854317
"CRUK0418",1.85861311096424,1.63639852346694,0.817958672356794,5.28084178406202,3.93777588695177,0.789040273151427,2.42563434195802,2.10627393590415,0.813698870965553
"CRUK0573",1.00153238019583,1.00131642779176,0.999688889683856,1.02346150545077,1.01102665932149,0.985682875214467,1.00175345738117,1.00152888854483,0.999676546496186
"CRUK0578",1.52716739931516,1.5160739396358,0.989481905394172,5.15823932953451,4.26777957069777,0.86991077202411,1.94135708255408,1.91435637456532,0.979793921556541
"CRUK0533",1.95208436848682,1.82172264592166,0.905827798574459,3.28732143957245,2.82498436923063,0.884718759541994,2.15917853427508,1.99909237368264,0.901417377790637
"CRUK0582",1.00343528006063,1.00298901354898,0.999358234949664,1.02032932518421,1.01413990712134,0.99574623748056,1.00364631762976,1.00316113248514,0.999302400222151
"CRUK0588",2.02337066040545,1.87630512514074,0.895462040376238,2.59960001420113,2.28681940941954,0.900327570214584,2.09659577711642,1.95353970314587,0.908751535130672
"CRUK0681",3.68986544405225,3.62584385047627,0.986510534621544,4.700913564032,4.51199890596538,0.980822405501332,4.00263655665443,3.89720384306838,0.980197378491953
"CRUK0607",1.98196070519456,1.93828908312907,0.967855395715136,2.03983980572829,1.99090045778547,0.96937008915229,2.00325986404959,1.9564313317635,0.965892992176828
"CRUK0603",1.84772665116029,1.83596964264739,0.990790861070729,2.37376168721996,2.31528102023597,0.982535656805808,2,1.95547512262389,0.96751918235291
"CRUK0768",1.97967970667025,1.85733805800787,0.907969392271256,2.07488487371033,1.94250226900245,0.916243076064996,1.99761239247926,1.86968248819844,0.904828479142828
"CRUK0735",1.97368901359927,1.8671383663217,0.919934156093728,2.13519878597564,1.98522198103963,0.910874478134641,1.99540261411481,1.88633798433234,0.918908324216462
"CRUK0702",1.80062271075826,1.77094356039117,0.976022313226884,3.12618325359033,2.77300277609606,0.927571606920989,2.13263408101083,2.07255865453683,0.965525166727767
"CRUK0794",3.05786719521402,2.96834170222395,0.97717395956788,7.46230417506817,6.60897886704612,0.944518273389276,3.93173298037758,3.69424232961039,0.955146172172745
"CRUK0077",1.99128176938012,1.65614832034259,0.734220232651345,2.10748585773735,1.7260824348252,0.731453126837597,2.00806119177029,1.6698336846725,0.734388919309134
"CRUK0015",1.94029204511406,1.7332833055778,0.837233665097256,2.08691560778112,1.86111112519714,0.854825464623744,1.95011496765986,1.73794983472809,0.83382726034443
"CRUK0065",1.09992603666693,1.07004573601409,0.969415685851914,2.03281721436578,1.54646667705532,0.839603448955076,1.17430320900704,1.12454849999604,0.961141748982308
"CRUK0004",1.93347543113611,1.90991666376514,0.984307605192121,4.10582498667358,3.61281781750222,0.922230731748666,2.20432666813357,2.13875740907368,0.968674098711588
