Parent	Child	CNA_gains	CNA_losses	SNVs	WGD	Truncal	tumour_id	is_clonal
24	25	9	29	18	FALSE	No	CRUKSIM001	FALSE
30	31	18	25	7	TRUE	No	CRUKSIM001	FALSE
32	33	11	33	155	FALSE	No	CRUKSIM001	FALSE
29	30	10	23	7	FALSE	No	CRUKSIM001	FALSE
29	32	5	33	73	TRUE	No	CRUKSIM001	FALSE
28	29	11	32	3	FALSE	No	CRUKSIM001	FALSE
35	13	9	22	4	FALSE	No	CRUKSIM001	FALSE
27	28	19	35	9	TRUE	No	CRUKSIM001	FALSE
27	35	17	24	22	TRUE	No	CRUKSIM001	FALSE
23	24	14	30	14	FALSE	No	CRUKSIM001	FALSE
23	27	16	31	12	FALSE	No	CRUKSIM001	FALSE
38	19	10	19	111	FALSE	No	CRUKSIM001	FALSE
37	38	10	21	41	FALSE	No	CRUKSIM001	FALSE
41	1	6	27	39	FALSE	No	CRUKSIM001	FALSE
40	41	11	28	28	FALSE	No	CRUKSIM001	FALSE
39	40	12	28	1	FALSE	No	CRUKSIM001	FALSE
36	37	14	26	192	FALSE	No	CRUKSIM001	FALSE
36	39	9	22	40	FALSE	No	CRUKSIM001	FALSE
22	23	14	42	14	FALSE	No	CRUKSIM001	FALSE
22	36	15	30	10	FALSE	No	CRUKSIM001	FALSE
42	22	30	70	200	FALSE	Yes	CRUKSIM001	TRUE
22	23	19	34	44	FALSE	No	CRUKSIM002	FALSE
25	14	14	27	26	FALSE	No	CRUKSIM002	FALSE
28	4	9	27	16	FALSE	No	CRUKSIM002	FALSE
28	29	18	27	137	FALSE	No	CRUKSIM002	FALSE
27	28	15	29	50	FALSE	No	CRUKSIM002	FALSE
26	27	19	37	23	FALSE	No	CRUKSIM002	FALSE
24	25	11	32	179	TRUE	No	CRUKSIM002	FALSE
24	26	16	29	115	FALSE	No	CRUKSIM002	FALSE
21	22	17	43	87	FALSE	No	CRUKSIM002	FALSE
21	24	16	43	67	FALSE	No	CRUKSIM002	FALSE
19	21	28	54	129	FALSE	No	CRUKSIM002	FALSE
18	19	31	66	69	FALSE	No	CRUKSIM002	FALSE
31	12	37	53	15	FALSE	No	CRUKSIM002	FALSE
17	18	29	72	37	FALSE	No	CRUKSIM002	FALSE
17	31	45	75	86	FALSE	No	CRUKSIM002	FALSE
32	17	36	72	120	FALSE	Yes	CRUKSIM002	TRUE
27	5	14	33	66	TRUE	No	CRUKSIM003	FALSE
30	31	16	26	29	FALSE	No	CRUKSIM003	FALSE
32	33	16	18	50	FALSE	No	CRUKSIM003	FALSE
29	30	13	19	15	FALSE	No	CRUKSIM003	FALSE
29	32	15	21	45	FALSE	No	CRUKSIM003	FALSE
26	27	10	30	67	FALSE	No	CRUKSIM003	FALSE
26	29	13	18	57	TRUE	No	CRUKSIM003	FALSE
39	10	9	18	14	TRUE	No	CRUKSIM003	FALSE
38	39	15	21	162	FALSE	No	CRUKSIM003	FALSE
37	38	11	20	51	FALSE	No	CRUKSIM003	FALSE
36	37	18	31	8	FALSE	No	CRUKSIM003	FALSE
35	36	14	17	84	FALSE	No	CRUKSIM003	FALSE
40	18	6	21	121	FALSE	No	CRUKSIM003	FALSE
34	35	15	31	17	FALSE	No	CRUKSIM003	FALSE
34	40	18	29	63	TRUE	No	CRUKSIM003	FALSE
25	26	12	34	23	FALSE	No	CRUKSIM003	FALSE
25	34	11	29	11	FALSE	No	CRUKSIM003	FALSE
24	25	15	31	19	FALSE	No	CRUKSIM003	FALSE
23	24	18	26	13	FALSE	No	CRUKSIM003	FALSE
22	23	38	66	75	FALSE	No	CRUKSIM003	FALSE
42	22	33	77	110	FALSE	Yes	CRUKSIM003	TRUE
19	11	40	46	77	TRUE	No	CRUKSIM004	FALSE
18	19	33	64	120	FALSE	No	CRUKSIM004	FALSE
18	20	41	47	92	FALSE	No	CRUKSIM004	FALSE
24	25	16	43	34	FALSE	No	CRUKSIM004	FALSE
24	5	25	40	72	FALSE	No	CRUKSIM004	FALSE
30	31	10	25	32	FALSE	No	CRUKSIM004	FALSE
29	30	11	19	21	TRUE	No	CRUKSIM004	FALSE
28	29	20	29	18	FALSE	No	CRUKSIM004	FALSE
26	27	26	43	58	FALSE	No	CRUKSIM004	FALSE
26	28	19	35	331	TRUE	No	CRUKSIM004	FALSE
23	24	22	33	18	FALSE	No	CRUKSIM004	FALSE
23	26	22	30	2	FALSE	No	CRUKSIM004	FALSE
22	23	31	30	84	FALSE	No	CRUKSIM004	FALSE
17	18	30	49	27	FALSE	No	CRUKSIM004	FALSE
17	22	38	43	94	FALSE	No	CRUKSIM004	FALSE
32	17	96	72	120	FALSE	Yes	CRUKSIM004	TRUE
28	5	12	38	5	FALSE	No	CRUKSIM005	FALSE
31	1	9	22	18	FALSE	No	CRUKSIM005	FALSE
30	31	15	23	78	FALSE	No	CRUKSIM005	FALSE
30	32	9	22	57	FALSE	No	CRUKSIM005	FALSE
27	28	8	38	13	FALSE	No	CRUKSIM005	FALSE
27	30	14	28	6	FALSE	No	CRUKSIM005	FALSE
26	27	16	31	64	FALSE	No	CRUKSIM005	FALSE
36	37	11	25	52	FALSE	No	CRUKSIM005	FALSE
35	36	10	36	79	FALSE	No	CRUKSIM005	FALSE
34	35	14	31	49	FALSE	No	CRUKSIM005	FALSE
25	26	15	26	107	FALSE	No	CRUKSIM005	FALSE
25	34	16	30	91	FALSE	No	CRUKSIM005	FALSE
43	14	17	46	58	FALSE	No	CRUKSIM005	FALSE
42	43	22	30	7	FALSE	No	CRUKSIM005	FALSE
41	42	17	39	38	FALSE	No	CRUKSIM005	FALSE
40	41	15	42	30	FALSE	No	CRUKSIM005	FALSE
39	40	21	33	4	FALSE	No	CRUKSIM005	FALSE
44	45	21	33	31	TRUE	No	CRUKSIM005	FALSE
38	39	12	41	10	FALSE	No	CRUKSIM005	FALSE
38	44	11	54	38	FALSE	No	CRUKSIM005	FALSE
24	25	22	35	151	FALSE	No	CRUKSIM005	FALSE
24	38	17	53	94	FALSE	No	CRUKSIM005	FALSE
46	24	36	84	120	FALSE	Yes	CRUKSIM005	TRUE
18	2	23	34	16	FALSE	No	CRUKSIM006	FALSE
18	10	23	26	8	FALSE	No	CRUKSIM006	FALSE
17	18	24	39	43	FALSE	No	CRUKSIM006	FALSE
17	19	16	34	11	FALSE	No	CRUKSIM006	FALSE
22	23	14	31	162	FALSE	No	CRUKSIM006	FALSE
27	28	5	14	79	FALSE	No	CRUKSIM006	FALSE
25	27	16	25	188	FALSE	No	CRUKSIM006	FALSE
21	22	8	26	19	FALSE	No	CRUKSIM006	FALSE
21	25	20	22	38	FALSE	No	CRUKSIM006	FALSE
29	7	14	18	73	FALSE	No	CRUKSIM006	FALSE
20	21	16	33	30	FALSE	No	CRUKSIM006	FALSE
20	29	12	27	20	FALSE	No	CRUKSIM006	FALSE
16	17	26	45	42	TRUE	No	CRUKSIM006	FALSE
16	20	23	26	171	TRUE	No	CRUKSIM006	FALSE
30	16	60	50	100	FALSE	Yes	CRUKSIM006	TRUE
18	12	18	50	69	FALSE	No	CRUKSIM007	FALSE
24	25	7	14	14	FALSE	No	CRUKSIM007	FALSE
23	24	11	28	204	FALSE	No	CRUKSIM007	FALSE
22	23	12	27	7	FALSE	No	CRUKSIM007	FALSE
21	3	13	29	26	FALSE	No	CRUKSIM007	FALSE
21	22	14	19	6	TRUE	No	CRUKSIM007	FALSE
27	1	16	25	152	FALSE	No	CRUKSIM007	FALSE
26	27	11	27	33	FALSE	No	CRUKSIM007	FALSE
20	21	24	31	75	FALSE	No	CRUKSIM007	FALSE
20	26	21	30	45	FALSE	No	CRUKSIM007	FALSE
19	20	17	29	28	TRUE	No	CRUKSIM007	FALSE
17	18	22	40	11	FALSE	No	CRUKSIM007	FALSE
17	19	30	54	152	FALSE	No	CRUKSIM007	FALSE
16	17	48	92	58	FALSE	No	CRUKSIM007	FALSE
30	16	66	55	220	FALSE	Yes	CRUKSIM007	TRUE
28	16	13	24	16	FALSE	No	CRUKSIM008	FALSE
27	28	18	25	35	FALSE	No	CRUKSIM008	FALSE
26	14	10	32	79	FALSE	No	CRUKSIM008	FALSE
26	27	15	25	30	FALSE	No	CRUKSIM008	FALSE
29	30	6	24	37	FALSE	No	CRUKSIM008	FALSE
25	26	9	29	3	FALSE	No	CRUKSIM008	FALSE
25	29	18	22	183	TRUE	No	CRUKSIM008	FALSE
24	6	12	30	15	FALSE	No	CRUKSIM008	FALSE
24	25	9	39	15	FALSE	No	CRUKSIM008	FALSE
42	11	11	17	79	TRUE	No	CRUKSIM008	FALSE
41	42	9	15	15	FALSE	No	CRUKSIM008	FALSE
40	41	13	17	69	FALSE	No	CRUKSIM008	FALSE
40	5	7	35	56	FALSE	No	CRUKSIM008	FALSE
39	40	7	20	8	FALSE	No	CRUKSIM008	FALSE
38	39	11	24	14	FALSE	No	CRUKSIM008	FALSE
36	38	17	28	59	TRUE	No	CRUKSIM008	FALSE
34	36	15	30	92	FALSE	No	CRUKSIM008	FALSE
33	34	21	25	2	FALSE	No	CRUKSIM008	FALSE
33	43	19	28	12	FALSE	No	CRUKSIM008	FALSE
23	24	19	30	43	FALSE	No	CRUKSIM008	FALSE
23	33	11	41	38	TRUE	No	CRUKSIM008	FALSE
44	23	30	70	100	FALSE	Yes	CRUKSIM008	TRUE
32	17	8	28	12	FALSE	No	CRUKSIM009	FALSE
31	32	1	28	32	FALSE	No	CRUKSIM009	FALSE
29	31	1	36	46	FALSE	No	CRUKSIM009	FALSE
26	29	5	27	79	FALSE	No	CRUKSIM009	FALSE
36	6	2	31	18	FALSE	No	CRUKSIM009	FALSE
39	20	3	30	2	FALSE	No	CRUKSIM009	FALSE
38	39	5	27	65	FALSE	No	CRUKSIM009	FALSE
37	38	7	24	7	FALSE	No	CRUKSIM009	FALSE
37	18	5	20	96	FALSE	No	CRUKSIM009	FALSE
35	36	3	22	89	FALSE	No	CRUKSIM009	FALSE
35	37	2	25	4	TRUE	No	CRUKSIM009	FALSE
34	35	10	28	41	FALSE	No	CRUKSIM009	FALSE
42	24	5	34	108	FALSE	No	CRUKSIM009	FALSE
41	42	3	24	14	FALSE	No	CRUKSIM009	FALSE
41	23	2	19	18	FALSE	No	CRUKSIM009	FALSE
45	46	6	19	87	FALSE	No	CRUKSIM009	FALSE
44	45	4	35	4	FALSE	No	CRUKSIM009	FALSE
40	41	6	21	54	FALSE	No	CRUKSIM009	FALSE
40	44	3	26	10	FALSE	No	CRUKSIM009	FALSE
33	34	4	32	8	FALSE	No	CRUKSIM009	FALSE
33	40	2	22	44	FALSE	No	CRUKSIM009	FALSE
25	26	5	31	13	FALSE	No	CRUKSIM009	FALSE
25	33	7	27	29	FALSE	No	CRUKSIM009	FALSE
48	25	11	77	220	FALSE	Yes	CRUKSIM009	TRUE
28	29	21	21	109	FALSE	No	CRUKSIM010	FALSE
28	30	21	11	7	FALSE	No	CRUKSIM010	FALSE
33	34	8	19	11	FALSE	No	CRUKSIM010	FALSE
32	33	20	32	6	FALSE	No	CRUKSIM010	FALSE
27	28	18	22	25	FALSE	No	CRUKSIM010	FALSE
27	32	8	13	103	FALSE	No	CRUKSIM010	FALSE
26	27	22	17	86	FALSE	No	CRUKSIM010	FALSE
26	16	23	22	48	FALSE	No	CRUKSIM010	FALSE
43	44	11	18	44	FALSE	No	CRUKSIM010	FALSE
41	43	12	26	42	FALSE	No	CRUKSIM010	FALSE
47	5	8	6	18	FALSE	No	CRUKSIM010	FALSE
47	18	6	12	34	FALSE	No	CRUKSIM010	FALSE
46	47	9	13	40	FALSE	No	CRUKSIM010	FALSE
45	46	14	16	189	FALSE	No	CRUKSIM010	FALSE
40	41	20	25	66	FALSE	No	CRUKSIM010	FALSE
40	45	11	27	19	FALSE	No	CRUKSIM010	FALSE
38	39	18	14	4	FALSE	No	CRUKSIM010	FALSE
38	40	13	14	7	FALSE	No	CRUKSIM010	FALSE
36	38	16	18	4	FALSE	No	CRUKSIM010	FALSE
35	36	22	22	45	TRUE	No	CRUKSIM010	FALSE
35	21	15	25	10	FALSE	No	CRUKSIM010	FALSE
25	26	18	27	14	FALSE	No	CRUKSIM010	FALSE
25	35	18	20	59	FALSE	No	CRUKSIM010	FALSE
48	25	88	55	110	FALSE	Yes	CRUKSIM010	TRUE
24	25	7	37	75	FALSE	No	CRUKSIM011	FALSE
24	26	18	57	27	FALSE	No	CRUKSIM011	FALSE
23	24	17	35	28	FALSE	No	CRUKSIM011	FALSE
22	23	22	47	4	FALSE	No	CRUKSIM011	FALSE
22	27	13	37	23	FALSE	No	CRUKSIM011	FALSE
21	22	14	27	24	FALSE	No	CRUKSIM011	FALSE
29	30	21	30	122	FALSE	No	CRUKSIM011	FALSE
31	3	21	37	184	FALSE	No	CRUKSIM011	FALSE
31	32	17	47	1	FALSE	No	CRUKSIM011	FALSE
28	29	23	29	119	FALSE	No	CRUKSIM011	FALSE
28	31	17	26	39	FALSE	No	CRUKSIM011	FALSE
20	21	7	46	5	FALSE	No	CRUKSIM011	FALSE
20	28	21	47	3	TRUE	No	CRUKSIM011	FALSE
34	12	15	31	143	FALSE	No	CRUKSIM011	FALSE
33	34	19	38	106	FALSE	No	CRUKSIM011	FALSE
19	20	20	38	10	FALSE	No	CRUKSIM011	FALSE
19	33	16	39	47	FALSE	No	CRUKSIM011	FALSE
36	19	72	72	240	FALSE	Yes	CRUKSIM011	TRUE
23	24	15	27	7	FALSE	No	CRUKSIM012	FALSE
26	14	22	38	30	FALSE	No	CRUKSIM012	FALSE
22	23	23	32	63	FALSE	No	CRUKSIM012	FALSE
22	26	21	33	23	FALSE	No	CRUKSIM012	FALSE
31	11	4	15	67	FALSE	No	CRUKSIM012	FALSE
30	31	15	31	99	FALSE	No	CRUKSIM012	FALSE
33	34	16	18	18	FALSE	No	CRUKSIM012	FALSE
32	33	13	20	62	FALSE	No	CRUKSIM012	FALSE
32	12	8	22	26	FALSE	No	CRUKSIM012	FALSE
29	30	14	18	40	FALSE	No	CRUKSIM012	FALSE
29	32	14	19	23	FALSE	No	CRUKSIM012	FALSE
36	38	14	21	8	FALSE	No	CRUKSIM012	FALSE
35	36	18	28	59	FALSE	No	CRUKSIM012	FALSE
28	29	19	24	82	FALSE	No	CRUKSIM012	FALSE
28	35	20	19	24	FALSE	No	CRUKSIM012	FALSE
27	28	12	33	33	FALSE	No	CRUKSIM012	FALSE
27	39	20	24	66	FALSE	No	CRUKSIM012	FALSE
21	22	31	35	54	FALSE	No	CRUKSIM012	FALSE
21	27	28	33	96	TRUE	No	CRUKSIM012	FALSE
40	21	88	66	220	FALSE	Yes	CRUKSIM012	TRUE
27	19	24	30	7	FALSE	No	CRUKSIM013	FALSE
28	29	23	30	36	FALSE	No	CRUKSIM013	FALSE
26	27	18	23	12	FALSE	No	CRUKSIM013	FALSE
26	28	34	33	34	FALSE	No	CRUKSIM013	FALSE
25	26	28	18	7	FALSE	No	CRUKSIM013	FALSE
35	17	17	11	94	FALSE	No	CRUKSIM013	FALSE
42	23	9	9	71	FALSE	No	CRUKSIM013	FALSE
41	42	11	19	13	FALSE	No	CRUKSIM013	FALSE
41	6	7	13	14	TRUE	No	CRUKSIM013	FALSE
40	41	10	15	61	FALSE	No	CRUKSIM013	FALSE
39	40	17	11	4	TRUE	No	CRUKSIM013	FALSE
38	39	6	26	2	FALSE	No	CRUKSIM013	FALSE
37	38	16	12	5	FALSE	No	CRUKSIM013	FALSE
37	43	18	24	40	FALSE	No	CRUKSIM013	FALSE
36	37	18	15	1	FALSE	No	CRUKSIM013	FALSE
34	35	15	22	2	FALSE	No	CRUKSIM013	FALSE
34	36	15	23	165	FALSE	No	CRUKSIM013	FALSE
33	34	19	18	55	FALSE	No	CRUKSIM013	FALSE
33	45	13	26	18	FALSE	No	CRUKSIM013	FALSE
30	33	20	31	29	FALSE	No	CRUKSIM013	FALSE
24	25	20	37	121	FALSE	No	CRUKSIM013	FALSE
24	30	33	43	89	FALSE	No	CRUKSIM013	FALSE
46	24	44	55	220	FALSE	Yes	CRUKSIM013	TRUE
23	24	2	18	63	FALSE	No	CRUKSIM014	FALSE
23	26	3	18	134	FALSE	No	CRUKSIM014	FALSE
22	23	2	19	35	FALSE	No	CRUKSIM014	FALSE
32	18	2	21	27	FALSE	No	CRUKSIM014	FALSE
32	14	4	24	17	FALSE	No	CRUKSIM014	FALSE
31	32	3	22	26	FALSE	No	CRUKSIM014	FALSE
34	35	6	21	145	FALSE	No	CRUKSIM014	FALSE
33	34	4	18	10	FALSE	No	CRUKSIM014	FALSE
30	31	4	18	8	FALSE	No	CRUKSIM014	FALSE
30	33	6	22	82	FALSE	No	CRUKSIM014	FALSE
29	30	5	31	34	FALSE	No	CRUKSIM014	FALSE
29	9	7	23	27	FALSE	No	CRUKSIM014	FALSE
28	29	3	16	15	FALSE	No	CRUKSIM014	FALSE
21	22	5	19	12	TRUE	No	CRUKSIM014	FALSE
21	28	8	27	74	FALSE	No	CRUKSIM014	FALSE
36	17	7	29	142	FALSE	No	CRUKSIM014	FALSE
20	21	9	18	22	FALSE	No	CRUKSIM014	FALSE
20	36	8	21	7	FALSE	No	CRUKSIM014	FALSE
38	20	22	55	220	FALSE	Yes	CRUKSIM014	TRUE
21	22	3	31	68	FALSE	No	CRUKSIM015	FALSE
20	21	4	36	115	FALSE	No	CRUKSIM015	FALSE
20	15	9	29	78	TRUE	No	CRUKSIM015	FALSE
24	12	9	41	272	FALSE	No	CRUKSIM015	FALSE
23	24	5	44	24	FALSE	No	CRUKSIM015	FALSE
19	20	7	39	36	FALSE	No	CRUKSIM015	FALSE
19	23	2	33	1	FALSE	No	CRUKSIM015	FALSE
18	19	6	35	21	FALSE	No	CRUKSIM015	FALSE
17	18	5	53	9	TRUE	No	CRUKSIM015	FALSE
17	25	6	43	31	FALSE	No	CRUKSIM015	FALSE
27	28	9	68	289	TRUE	No	CRUKSIM015	FALSE
27	29	11	64	20	FALSE	No	CRUKSIM015	FALSE
16	17	11	62	100	FALSE	No	CRUKSIM015	FALSE
16	27	9	70	16	FALSE	No	CRUKSIM015	FALSE
30	16	24	72	120	FALSE	Yes	CRUKSIM015	TRUE
33	2	3	13	44	FALSE	No	CRUKSIM016	FALSE
32	33	3	15	9	FALSE	No	CRUKSIM016	FALSE
32	34	7	25	51	FALSE	No	CRUKSIM016	FALSE
37	18	4	17	22	FALSE	No	CRUKSIM016	FALSE
36	37	2	10	28	FALSE	No	CRUKSIM016	FALSE
35	36	2	21	1	FALSE	No	CRUKSIM016	FALSE
31	32	3	19	44	FALSE	No	CRUKSIM016	FALSE
31	35	2	16	64	FALSE	No	CRUKSIM016	FALSE
30	31	1	15	19	FALSE	No	CRUKSIM016	FALSE
28	30	5	22	29	FALSE	No	CRUKSIM016	FALSE
27	28	5	19	31	FALSE	No	CRUKSIM016	FALSE
41	13	2	22	36	FALSE	No	CRUKSIM016	FALSE
40	41	5	15	2	TRUE	No	CRUKSIM016	FALSE
40	42	8	16	22	FALSE	No	CRUKSIM016	FALSE
44	45	3	15	9	FALSE	No	CRUKSIM016	FALSE
44	16	4	22	8	FALSE	No	CRUKSIM016	FALSE
39	40	4	21	48	FALSE	No	CRUKSIM016	FALSE
39	44	3	40	66	FALSE	No	CRUKSIM016	FALSE
38	39	4	19	18	FALSE	No	CRUKSIM016	FALSE
26	27	4	24	84	FALSE	No	CRUKSIM016	FALSE
26	38	3	26	99	FALSE	No	CRUKSIM016	FALSE
25	26	5	34	60	FALSE	No	CRUKSIM016	FALSE
25	47	8	44	6	FALSE	No	CRUKSIM016	FALSE
48	25	10	70	200	FALSE	Yes	CRUKSIM016	TRUE
29	30	13	28	16	FALSE	No	CRUKSIM017	FALSE
35	13	10	18	15	FALSE	No	CRUKSIM017	FALSE
34	35	6	30	13	FALSE	No	CRUKSIM017	FALSE
33	34	11	12	32	FALSE	No	CRUKSIM017	FALSE
32	33	5	28	71	FALSE	No	CRUKSIM017	FALSE
41	18	4	18	25	FALSE	No	CRUKSIM017	FALSE
40	41	11	18	5	FALSE	No	CRUKSIM017	FALSE
38	40	11	19	71	FALSE	No	CRUKSIM017	FALSE
37	38	6	25	55	FALSE	No	CRUKSIM017	FALSE
31	32	8	24	32	FALSE	No	CRUKSIM017	FALSE
31	37	13	26	27	FALSE	No	CRUKSIM017	FALSE
28	29	9	31	4	FALSE	No	CRUKSIM017	FALSE
28	31	13	25	67	FALSE	No	CRUKSIM017	FALSE
43	5	8	34	27	TRUE	No	CRUKSIM017	FALSE
45	1	15	24	65	TRUE	No	CRUKSIM017	FALSE
46	47	12	36	144	FALSE	No	CRUKSIM017	FALSE
44	45	10	23	2	FALSE	No	CRUKSIM017	FALSE
44	46	8	33	31	FALSE	No	CRUKSIM017	FALSE
42	43	10	23	88	FALSE	No	CRUKSIM017	FALSE
42	44	11	33	12	FALSE	No	CRUKSIM017	FALSE
27	28	12	34	31	FALSE	No	CRUKSIM017	FALSE
27	42	9	35	36	FALSE	No	CRUKSIM017	FALSE
25	27	25	53	31	FALSE	No	CRUKSIM017	FALSE
48	25	60	70	100	FALSE	Yes	CRUKSIM017	TRUE
31	1	12	16	19	FALSE	No	CRUKSIM018	FALSE
30	31	3	19	1	FALSE	No	CRUKSIM018	FALSE
30	19	9	21	7	FALSE	No	CRUKSIM018	FALSE
29	30	8	12	18	FALSE	No	CRUKSIM018	FALSE
28	29	7	15	1	FALSE	No	CRUKSIM018	FALSE
28	32	7	12	13	FALSE	No	CRUKSIM018	FALSE
26	27	6	25	15	FALSE	No	CRUKSIM018	FALSE
26	28	6	17	167	FALSE	No	CRUKSIM018	FALSE
35	36	8	17	36	FALSE	No	CRUKSIM018	FALSE
38	21	17	20	195	TRUE	No	CRUKSIM018	FALSE
37	38	4	25	7	FALSE	No	CRUKSIM018	FALSE
34	35	13	18	115	FALSE	No	CRUKSIM018	FALSE
34	37	14	29	15	FALSE	No	CRUKSIM018	FALSE
25	26	7	25	59	FALSE	No	CRUKSIM018	FALSE
25	34	3	26	8	FALSE	No	CRUKSIM018	FALSE
43	44	12	26	91	FALSE	No	CRUKSIM018	FALSE
42	43	8	13	10	FALSE	No	CRUKSIM018	FALSE
41	42	8	26	76	FALSE	No	CRUKSIM018	FALSE
40	41	4	19	100	FALSE	No	CRUKSIM018	FALSE
39	40	3	15	4	FALSE	No	CRUKSIM018	FALSE
24	25	9	22	5	FALSE	No	CRUKSIM018	FALSE
24	39	8	22	28	FALSE	No	CRUKSIM018	FALSE
46	24	44	55	110	FALSE	Yes	CRUKSIM018	TRUE
30	12	7	45	120	FALSE	No	CRUKSIM019	FALSE
29	30	3	40	5	FALSE	No	CRUKSIM019	FALSE
28	29	7	47	92	FALSE	No	CRUKSIM019	FALSE
35	20	1	27	16	FALSE	No	CRUKSIM019	FALSE
35	23	3	29	167	FALSE	No	CRUKSIM019	FALSE
34	35	6	47	64	FALSE	No	CRUKSIM019	FALSE
37	38	6	36	54	FALSE	No	CRUKSIM019	FALSE
36	37	2	34	55	FALSE	No	CRUKSIM019	FALSE
33	34	4	37	33	FALSE	No	CRUKSIM019	FALSE
33	36	3	41	37	FALSE	No	CRUKSIM019	FALSE
39	16	7	30	9	FALSE	No	CRUKSIM019	FALSE
39	40	6	40	18	FALSE	No	CRUKSIM019	FALSE
32	33	7	34	15	FALSE	No	CRUKSIM019	FALSE
32	39	8	36	37	FALSE	No	CRUKSIM019	FALSE
42	43	4	36	52	FALSE	No	CRUKSIM019	FALSE
41	42	3	30	10	FALSE	No	CRUKSIM019	FALSE
31	32	5	46	11	FALSE	No	CRUKSIM019	FALSE
31	41	6	38	19	TRUE	No	CRUKSIM019	FALSE
27	28	4	45	20	FALSE	No	CRUKSIM019	FALSE
27	31	5	50	45	FALSE	No	CRUKSIM019	FALSE
24	25	5	36	72	FALSE	No	CRUKSIM019	FALSE
24	27	5	49	9	FALSE	No	CRUKSIM019	FALSE
46	24	12	96	240	FALSE	Yes	CRUKSIM019	TRUE
24	25	6	20	29	FALSE	No	CRUKSIM020	FALSE
27	4	1	22	84	FALSE	No	CRUKSIM020	FALSE
29	14	5	15	47	FALSE	No	CRUKSIM020	FALSE
29	30	3	24	2	FALSE	No	CRUKSIM020	FALSE
28	29	2	13	1	FALSE	No	CRUKSIM020	FALSE
26	27	5	19	29	TRUE	No	CRUKSIM020	FALSE
26	28	7	23	76	FALSE	No	CRUKSIM020	FALSE
23	24	4	22	163	FALSE	No	CRUKSIM020	FALSE
23	26	1	29	69	FALSE	No	CRUKSIM020	FALSE
34	35	8	11	18	FALSE	No	CRUKSIM020	FALSE
36	37	4	21	4	FALSE	No	CRUKSIM020	FALSE
33	34	6	24	7	FALSE	No	CRUKSIM020	FALSE
33	36	3	15	115	TRUE	No	CRUKSIM020	FALSE
32	33	3	21	51	FALSE	No	CRUKSIM020	FALSE
22	23	4	31	10	FALSE	No	CRUKSIM020	FALSE
22	32	3	20	76	FALSE	No	CRUKSIM020	FALSE
20	21	7	39	24	FALSE	No	CRUKSIM020	FALSE
20	22	8	51	95	FALSE	No	CRUKSIM020	FALSE
38	20	20	60	100	FALSE	Yes	CRUKSIM020	TRUE
22	12	7	25	28	TRUE	No	CRUKSIM021	FALSE
23	24	13	23	99	FALSE	No	CRUKSIM021	FALSE
21	22	19	34	144	FALSE	No	CRUKSIM021	FALSE
21	23	16	28	33	FALSE	No	CRUKSIM021	FALSE
31	32	8	23	13	FALSE	No	CRUKSIM021	FALSE
30	31	4	26	133	FALSE	No	CRUKSIM021	FALSE
29	30	5	23	4	FALSE	No	CRUKSIM021	FALSE
27	28	9	24	6	FALSE	No	CRUKSIM021	FALSE
27	29	5	25	35	FALSE	No	CRUKSIM021	FALSE
36	2	10	20	29	FALSE	No	CRUKSIM021	FALSE
36	37	11	20	58	FALSE	No	CRUKSIM021	FALSE
35	36	10	26	66	FALSE	No	CRUKSIM021	FALSE
35	17	12	29	29	FALSE	No	CRUKSIM021	FALSE
26	27	9	13	103	FALSE	No	CRUKSIM021	FALSE
26	35	9	22	48	FALSE	No	CRUKSIM021	FALSE
25	26	9	28	11	FALSE	No	CRUKSIM021	FALSE
20	21	9	31	9	FALSE	No	CRUKSIM021	FALSE
20	25	15	30	52	FALSE	No	CRUKSIM021	FALSE
38	20	20	50	100	FALSE	Yes	CRUKSIM021	TRUE
27	28	2	21	21	FALSE	No	CRUKSIM022	FALSE
26	27	4	11	3	FALSE	No	CRUKSIM022	FALSE
30	21	5	23	138	FALSE	No	CRUKSIM022	FALSE
30	8	7	23	106	FALSE	No	CRUKSIM022	FALSE
29	30	6	19	31	FALSE	No	CRUKSIM022	FALSE
25	26	2	21	45	FALSE	No	CRUKSIM022	FALSE
25	29	3	23	12	FALSE	No	CRUKSIM022	FALSE
32	33	3	29	18	TRUE	No	CRUKSIM022	FALSE
35	36	4	22	157	FALSE	No	CRUKSIM022	FALSE
34	35	1	22	2	FALSE	No	CRUKSIM022	FALSE
31	32	8	17	14	FALSE	No	CRUKSIM022	FALSE
31	34	4	27	101	FALSE	No	CRUKSIM022	FALSE
24	25	2	29	44	FALSE	No	CRUKSIM022	FALSE
24	31	7	25	42	FALSE	No	CRUKSIM022	FALSE
42	3	4	27	13	FALSE	No	CRUKSIM022	FALSE
42	4	5	28	38	TRUE	No	CRUKSIM022	FALSE
41	42	4	24	15	FALSE	No	CRUKSIM022	FALSE
40	41	8	16	45	FALSE	No	CRUKSIM022	FALSE
40	43	3	35	49	FALSE	No	CRUKSIM022	FALSE
23	24	3	30	56	FALSE	No	CRUKSIM022	FALSE
23	40	3	23	40	FALSE	No	CRUKSIM022	FALSE
44	23	22	55	110	FALSE	Yes	CRUKSIM022	TRUE
21	16	4	40	83	FALSE	No	CRUKSIM023	FALSE
20	2	5	37	118	FALSE	No	CRUKSIM023	FALSE
