Parent	Child	CNA_gains	CNA_losses	SNVs	WGD	Truncal	tumour_id	is_clonal
29	12	4	9	131	FALSE	No	CRUKSIM057	FALSE
26	27	4	17	88	TRUE	No	CRUKSIM057	FALSE
26	29	5	23	16	FALSE	No	CRUKSIM057	FALSE
31	32	0	27	181	FALSE	No	CRUKSIM057	FALSE
30	31	8	22	80	FALSE	No	CRUKSIM057	FALSE
25	26	8	22	172	FALSE	No	CRUKSIM057	FALSE
25	30	9	20	55	TRUE	No	CRUKSIM057	FALSE
36	15	4	22	8	TRUE	No	CRUKSIM057	FALSE
38	16	4	16	42	FALSE	No	CRUKSIM057	FALSE
37	38	3	23	5	FALSE	No	CRUKSIM057	FALSE
35	36	8	26	55	FALSE	No	CRUKSIM057	FALSE
35	37	7	16	1	FALSE	No	CRUKSIM057	FALSE
39	1	6	21	4	FALSE	No	CRUKSIM057	FALSE
34	35	3	17	10	FALSE	No	CRUKSIM057	FALSE
34	39	5	22	40	FALSE	No	CRUKSIM057	FALSE
24	25	7	23	13	FALSE	No	CRUKSIM057	FALSE
24	34	4	24	20	FALSE	No	CRUKSIM057	FALSE
23	24	9	27	14	FALSE	No	CRUKSIM057	FALSE
22	23	7	26	9	FALSE	No	CRUKSIM057	FALSE
42	22	12	60	240	FALSE	Yes	CRUKSIM057	TRUE
27	21	4	17	9	FALSE	No	CRUKSIM058	FALSE
33	6	3	13	33	TRUE	No	CRUKSIM058	FALSE
32	33	4	13	79	FALSE	No	CRUKSIM058	FALSE
30	32	8	18	56	FALSE	No	CRUKSIM058	FALSE
34	35	6	5	12	FALSE	No	CRUKSIM058	FALSE
34	20	6	13	28	FALSE	No	CRUKSIM058	FALSE
29	30	7	18	48	FALSE	No	CRUKSIM058	FALSE
29	34	9	24	112	FALSE	No	CRUKSIM058	FALSE
26	27	6	25	46	FALSE	No	CRUKSIM058	FALSE
26	29	9	22	129	FALSE	No	CRUKSIM058	FALSE
25	26	9	17	38	FALSE	No	CRUKSIM058	FALSE
24	25	9	22	27	FALSE	No	CRUKSIM058	FALSE
24	37	6	16	23	FALSE	No	CRUKSIM058	FALSE
40	41	11	25	36	FALSE	No	CRUKSIM058	FALSE
39	40	7	23	38	FALSE	No	CRUKSIM058	FALSE
38	39	12	28	24	FALSE	No	CRUKSIM058	FALSE
23	24	12	34	10	FALSE	No	CRUKSIM058	FALSE
23	38	9	23	30	FALSE	No	CRUKSIM058	FALSE
22	11	24	48	3	FALSE	No	CRUKSIM058	FALSE
22	23	15	58	99	FALSE	No	CRUKSIM058	FALSE
42	22	44	66	220	FALSE	Yes	CRUKSIM058	TRUE
26	6	8	14	31	FALSE	No	CRUKSIM059	FALSE
27	19	6	13	32	FALSE	No	CRUKSIM059	FALSE
25	26	5	13	12	FALSE	No	CRUKSIM059	FALSE
25	27	11	6	15	FALSE	No	CRUKSIM059	FALSE
24	25	6	21	185	FALSE	No	CRUKSIM059	FALSE
24	28	6	21	17	FALSE	No	CRUKSIM059	FALSE
34	10	8	25	95	FALSE	No	CRUKSIM059	FALSE
33	34	11	20	117	FALSE	No	CRUKSIM059	FALSE
33	35	7	26	71	FALSE	No	CRUKSIM059	FALSE
32	33	8	25	37	FALSE	No	CRUKSIM059	FALSE
23	24	10	30	119	FALSE	No	CRUKSIM059	FALSE
23	32	12	13	62	FALSE	No	CRUKSIM059	FALSE
39	20	11	28	2	FALSE	No	CRUKSIM059	FALSE
38	39	13	19	17	TRUE	No	CRUKSIM059	FALSE
38	41	8	25	5	FALSE	No	CRUKSIM059	FALSE
37	38	7	22	98	FALSE	No	CRUKSIM059	FALSE
37	7	14	22	42	FALSE	No	CRUKSIM059	FALSE
36	37	19	28	77	FALSE	No	CRUKSIM059	FALSE
22	23	12	26	31	FALSE	No	CRUKSIM059	FALSE
22	36	10	23	15	FALSE	No	CRUKSIM059	FALSE
42	22	48	60	120	FALSE	Yes	CRUKSIM059	TRUE
25	13	8	21	2	FALSE	No	CRUKSIM060	FALSE
26	27	4	25	10	FALSE	No	CRUKSIM060	FALSE
24	25	9	25	24	FALSE	No	CRUKSIM060	FALSE
24	26	6	23	79	FALSE	No	CRUKSIM060	FALSE
23	24	10	37	190	FALSE	No	CRUKSIM060	FALSE
23	28	12	35	1	FALSE	No	CRUKSIM060	FALSE
33	34	5	24	80	FALSE	No	CRUKSIM060	FALSE
32	33	9	25	74	FALSE	No	CRUKSIM060	FALSE
31	6	9	31	38	FALSE	No	CRUKSIM060	FALSE
31	32	6	35	10	FALSE	No	CRUKSIM060	FALSE
30	31	10	36	125	FALSE	No	CRUKSIM060	FALSE
22	23	11	44	30	FALSE	No	CRUKSIM060	FALSE
22	30	13	38	80	FALSE	No	CRUKSIM060	FALSE
21	22	17	35	39	FALSE	No	CRUKSIM060	FALSE
37	19	14	55	18	FALSE	No	CRUKSIM060	FALSE
35	37	30	46	153	TRUE	No	CRUKSIM060	FALSE
20	21	20	52	111	FALSE	No	CRUKSIM060	FALSE
20	35	23	61	16	FALSE	No	CRUKSIM060	FALSE
38	20	24	72	120	FALSE	Yes	CRUKSIM060	TRUE
19	20	28	55	13	FALSE	No	CRUKSIM061	FALSE
23	6	8	37	67	FALSE	No	CRUKSIM061	FALSE
26	27	11	22	56	FALSE	No	CRUKSIM061	FALSE
26	16	10	15	122	TRUE	No	CRUKSIM061	FALSE
25	26	10	26	69	FALSE	No	CRUKSIM061	FALSE
29	3	7	24	1	FALSE	No	CRUKSIM061	FALSE
28	29	6	31	45	FALSE	No	CRUKSIM061	FALSE
24	25	10	19	29	FALSE	No	CRUKSIM061	FALSE
24	28	12	29	58	FALSE	No	CRUKSIM061	FALSE
22	23	22	29	94	FALSE	No	CRUKSIM061	FALSE
22	24	13	36	74	FALSE	No	CRUKSIM061	FALSE
30	31	28	39	69	FALSE	No	CRUKSIM061	FALSE
21	22	24	36	184	FALSE	No	CRUKSIM061	FALSE
21	30	27	48	30	FALSE	No	CRUKSIM061	FALSE
18	19	40	67	52	FALSE	No	CRUKSIM061	FALSE
18	21	32	63	117	FALSE	No	CRUKSIM061	FALSE
34	18	72	72	120	FALSE	Yes	CRUKSIM061	TRUE
35	18	8	16	85	FALSE	No	CRUKSIM062	FALSE
35	36	10	13	56	TRUE	No	CRUKSIM062	FALSE
34	35	18	16	98	FALSE	No	CRUKSIM062	FALSE
40	22	8	23	21	FALSE	No	CRUKSIM062	FALSE
39	40	13	14	25	FALSE	No	CRUKSIM062	FALSE
38	39	14	11	34	FALSE	No	CRUKSIM062	FALSE
38	15	10	13	61	FALSE	No	CRUKSIM062	FALSE
37	38	8	17	21	FALSE	No	CRUKSIM062	FALSE
37	11	11	24	4	FALSE	No	CRUKSIM062	FALSE
33	34	11	15	6	FALSE	No	CRUKSIM062	FALSE
33	37	11	18	7	FALSE	No	CRUKSIM062	FALSE
31	32	12	16	29	FALSE	No	CRUKSIM062	FALSE
31	33	10	13	67	FALSE	No	CRUKSIM062	FALSE
29	30	22	29	17	FALSE	No	CRUKSIM062	FALSE
29	31	10	16	18	FALSE	No	CRUKSIM062	FALSE
44	45	22	18	61	FALSE	No	CRUKSIM062	FALSE
43	44	14	26	51	FALSE	No	CRUKSIM062	FALSE
42	43	12	24	50	FALSE	No	CRUKSIM062	FALSE
28	29	14	21	16	FALSE	No	CRUKSIM062	FALSE
28	42	16	30	4	FALSE	No	CRUKSIM062	FALSE
26	28	17	23	7	FALSE	No	CRUKSIM062	FALSE
25	17	26	41	4	FALSE	No	CRUKSIM062	FALSE
25	26	23	43	58	FALSE	No	CRUKSIM062	FALSE
48	25	40	60	200	FALSE	Yes	CRUKSIM062	TRUE
19	20	3	36	33	FALSE	No	CRUKSIM063	FALSE
23	12	6	35	50	TRUE	No	CRUKSIM063	FALSE
22	23	8	38	48	FALSE	No	CRUKSIM063	FALSE
18	19	8	38	28	FALSE	No	CRUKSIM063	FALSE
18	22	5	34	91	FALSE	No	CRUKSIM063	FALSE
26	27	7	28	90	FALSE	No	CRUKSIM063	FALSE
29	8	3	24	47	FALSE	No	CRUKSIM063	FALSE
28	29	8	24	44	FALSE	No	CRUKSIM063	FALSE
25	26	5	30	14	FALSE	No	CRUKSIM063	FALSE
25	28	5	35	64	FALSE	No	CRUKSIM063	FALSE
30	31	5	27	140	FALSE	No	CRUKSIM063	FALSE
24	25	7	35	48	FALSE	No	CRUKSIM063	FALSE
24	30	7	36	115	FALSE	No	CRUKSIM063	FALSE
17	18	7	35	22	FALSE	No	CRUKSIM063	FALSE
17	24	4	40	46	FALSE	No	CRUKSIM063	FALSE
32	17	22	55	220	FALSE	Yes	CRUKSIM063	TRUE
19	20	3	31	57	FALSE	No	CRUKSIM064	FALSE
19	21	8	29	10	FALSE	No	CRUKSIM064	FALSE
26	14	4	22	59	FALSE	No	CRUKSIM064	FALSE
25	26	2	20	48	FALSE	No	CRUKSIM064	FALSE
25	27	5	36	57	FALSE	No	CRUKSIM064	FALSE
28	13	7	25	157	FALSE	No	CRUKSIM064	FALSE
24	25	4	30	42	FALSE	No	CRUKSIM064	FALSE
24	28	2	20	54	FALSE	No	CRUKSIM064	FALSE
23	24	4	34	32	FALSE	No	CRUKSIM064	FALSE
30	15	5	29	18	FALSE	No	CRUKSIM064	FALSE
29	30	7	45	22	FALSE	No	CRUKSIM064	FALSE
29	31	10	29	82	FALSE	No	CRUKSIM064	FALSE
22	23	6	35	158	FALSE	No	CRUKSIM064	FALSE
22	29	5	34	23	FALSE	No	CRUKSIM064	FALSE
18	19	9	36	55	FALSE	No	CRUKSIM064	FALSE
18	22	9	35	26	TRUE	No	CRUKSIM064	FALSE
34	18	10	70	100	FALSE	Yes	CRUKSIM064	TRUE
28	29	2	21	66	FALSE	No	CRUKSIM065	FALSE
28	30	7	18	38	FALSE	No	CRUKSIM065	FALSE
27	2	3	16	90	FALSE	No	CRUKSIM065	FALSE
27	28	7	23	81	FALSE	No	CRUKSIM065	FALSE
26	27	6	24	29	FALSE	No	CRUKSIM065	FALSE
33	9	6	20	17	FALSE	No	CRUKSIM065	FALSE
32	22	7	21	31	FALSE	No	CRUKSIM065	FALSE
32	33	1	20	59	FALSE	No	CRUKSIM065	FALSE
25	26	5	23	51	FALSE	No	CRUKSIM065	FALSE
25	32	4	30	65	FALSE	No	CRUKSIM065	FALSE
40	6	3	18	30	FALSE	No	CRUKSIM065	FALSE
39	40	1	17	7	FALSE	No	CRUKSIM065	FALSE
41	42	4	12	10	FALSE	No	CRUKSIM065	FALSE
38	39	6	19	21	FALSE	No	CRUKSIM065	FALSE
38	41	2	12	90	TRUE	No	CRUKSIM065	FALSE
43	45	3	25	44	FALSE	No	CRUKSIM065	FALSE
37	38	6	28	97	FALSE	No	CRUKSIM065	FALSE
37	43	2	23	69	FALSE	No	CRUKSIM065	FALSE
35	37	7	19	5	FALSE	No	CRUKSIM065	FALSE
34	35	8	25	33	FALSE	No	CRUKSIM065	FALSE
24	25	5	24	3	FALSE	No	CRUKSIM065	FALSE
24	34	4	24	54	FALSE	No	CRUKSIM065	FALSE
46	24	11	66	110	FALSE	Yes	CRUKSIM065	TRUE
25	11	8	55	2	FALSE	No	CRUKSIM066	FALSE
24	25	7	44	23	FALSE	No	CRUKSIM066	FALSE
24	26	9	67	23	FALSE	No	CRUKSIM066	FALSE
38	9	1	21	70	TRUE	No	CRUKSIM066	FALSE
37	12	0	25	11	FALSE	No	CRUKSIM066	FALSE
37	38	5	7	6	FALSE	No	CRUKSIM066	FALSE
39	40	3	29	29	FALSE	No	CRUKSIM066	FALSE
36	37	2	16	52	FALSE	No	CRUKSIM066	FALSE
36	39	3	18	24	FALSE	No	CRUKSIM066	FALSE
33	36	4	18	29	FALSE	No	CRUKSIM066	FALSE
42	7	2	15	54	FALSE	No	CRUKSIM066	FALSE
42	20	3	20	59	FALSE	No	CRUKSIM066	FALSE
41	42	3	19	160	FALSE	No	CRUKSIM066	FALSE
41	43	1	24	39	FALSE	No	CRUKSIM066	FALSE
32	33	2	25	7	FALSE	No	CRUKSIM066	FALSE
32	41	3	13	32	FALSE	No	CRUKSIM066	FALSE
31	32	5	26	42	FALSE	No	CRUKSIM066	FALSE
30	31	4	30	37	FALSE	No	CRUKSIM066	FALSE
28	30	1	40	120	FALSE	No	CRUKSIM066	FALSE
23	24	5	49	5	FALSE	No	CRUKSIM066	FALSE
23	28	9	69	76	FALSE	No	CRUKSIM066	FALSE
44	23	20	70	100	FALSE	Yes	CRUKSIM066	TRUE
27	28	15	26	4	FALSE	No	CRUKSIM067	FALSE
26	27	23	32	20	FALSE	No	CRUKSIM067	FALSE
25	26	17	29	18	FALSE	No	CRUKSIM067	FALSE
24	25	17	30	85	FALSE	No	CRUKSIM067	FALSE
30	16	16	33	43	FALSE	No	CRUKSIM067	FALSE
29	30	17	36	60	FALSE	No	CRUKSIM067	FALSE
23	24	12	33	18	FALSE	No	CRUKSIM067	FALSE
23	29	20	34	10	TRUE	No	CRUKSIM067	FALSE
34	35	12	22	22	FALSE	No	CRUKSIM067	FALSE
33	34	9	21	4	FALSE	No	CRUKSIM067	FALSE
39	4	9	11	33	FALSE	No	CRUKSIM067	FALSE
38	39	11	19	153	FALSE	No	CRUKSIM067	FALSE
38	18	16	13	32	FALSE	No	CRUKSIM067	FALSE
37	38	14	21	33	FALSE	No	CRUKSIM067	FALSE
36	37	12	20	91	FALSE	No	CRUKSIM067	FALSE
32	33	18	27	71	FALSE	No	CRUKSIM067	FALSE
32	36	22	31	62	FALSE	No	CRUKSIM067	FALSE
31	32	24	39	98	FALSE	No	CRUKSIM067	FALSE
22	23	16	33	26	FALSE	No	CRUKSIM067	FALSE
22	31	20	30	17	FALSE	No	CRUKSIM067	FALSE
42	22	80	60	100	FALSE	Yes	CRUKSIM067	TRUE
24	18	10	31	164	FALSE	No	CRUKSIM068	FALSE
23	24	11	36	239	FALSE	No	CRUKSIM068	FALSE
22	23	13	50	35	FALSE	No	CRUKSIM068	FALSE
22	25	13	48	7	FALSE	No	CRUKSIM068	FALSE
28	1	10	34	96	FALSE	No	CRUKSIM068	FALSE
32	15	10	34	23	FALSE	No	CRUKSIM068	FALSE
30	31	9	39	47	FALSE	No	CRUKSIM068	FALSE
30	32	10	55	31	FALSE	No	CRUKSIM068	FALSE
27	28	12	45	6	FALSE	No	CRUKSIM068	FALSE
27	30	7	35	68	FALSE	No	CRUKSIM068	FALSE
34	35	10	37	40	FALSE	No	CRUKSIM068	FALSE
33	34	8	44	70	TRUE	No	CRUKSIM068	FALSE
26	27	17	41	12	FALSE	No	CRUKSIM068	FALSE
26	33	10	39	14	FALSE	No	CRUKSIM068	FALSE
21	22	14	41	1	FALSE	No	CRUKSIM068	FALSE
21	26	17	34	20	FALSE	No	CRUKSIM068	FALSE
19	21	15	41	7	FALSE	No	CRUKSIM068	FALSE
36	19	22	77	220	FALSE	Yes	CRUKSIM068	TRUE
22	13	11	23	27	FALSE	No	CRUKSIM069	FALSE
21	22	19	23	92	FALSE	No	CRUKSIM069	FALSE
20	21	15	30	15	TRUE	No	CRUKSIM069	FALSE
20	23	15	15	8	FALSE	No	CRUKSIM069	FALSE
19	20	14	36	93	FALSE	No	CRUKSIM069	FALSE
18	19	17	28	72	FALSE	No	CRUKSIM069	FALSE
26	27	9	18	73	FALSE	No	CRUKSIM069	FALSE
31	15	21	31	21	FALSE	No	CRUKSIM069	FALSE
30	31	17	22	84	FALSE	No	CRUKSIM069	FALSE
29	30	17	27	56	FALSE	No	CRUKSIM069	FALSE
28	29	7	34	13	FALSE	No	CRUKSIM069	FALSE
25	26	18	31	454	FALSE	No	CRUKSIM069	FALSE
25	28	10	36	5	FALSE	No	CRUKSIM069	FALSE
17	18	13	27	63	FALSE	No	CRUKSIM069	FALSE
17	25	13	39	4	FALSE	No	CRUKSIM069	FALSE
32	17	24	60	120	FALSE	Yes	CRUKSIM069	TRUE
23	4	20	30	20	FALSE	No	CRUKSIM070	FALSE
25	14	13	20	224	FALSE	No	CRUKSIM070	FALSE
25	18	21	21	70	FALSE	No	CRUKSIM070	FALSE
24	25	14	22	54	FALSE	No	CRUKSIM070	FALSE
22	23	20	19	12	FALSE	No	CRUKSIM070	FALSE
22	24	26	25	71	FALSE	No	CRUKSIM070	FALSE
21	22	26	31	13	FALSE	No	CRUKSIM070	FALSE
21	7	23	31	30	FALSE	No	CRUKSIM070	FALSE
20	21	27	30	13	FALSE	No	CRUKSIM070	FALSE
20	26	18	21	23	FALSE	No	CRUKSIM070	FALSE
31	32	23	22	127	FALSE	No	CRUKSIM070	FALSE
30	10	29	30	26	TRUE	No	CRUKSIM070	FALSE
30	31	22	30	34	FALSE	No	CRUKSIM070	FALSE
29	30	23	23	90	FALSE	No	CRUKSIM070	FALSE
28	29	29	37	21	FALSE	No	CRUKSIM070	FALSE
19	20	25	28	94	FALSE	No	CRUKSIM070	FALSE
19	28	25	25	38	FALSE	No	CRUKSIM070	FALSE
36	19	48	72	240	FALSE	Yes	CRUKSIM070	TRUE
25	26	5	25	54	FALSE	No	CRUKSIM071	FALSE
24	25	6	21	10	TRUE	No	CRUKSIM071	FALSE
22	24	10	31	151	FALSE	No	CRUKSIM071	FALSE
29	30	12	25	15	FALSE	No	CRUKSIM071	FALSE
28	29	6	36	7	FALSE	No	CRUKSIM071	FALSE
28	9	12	32	3	FALSE	No	CRUKSIM071	FALSE
21	22	5	34	8	FALSE	No	CRUKSIM071	FALSE
21	28	10	28	65	FALSE	No	CRUKSIM071	FALSE
33	34	21	38	55	FALSE	No	CRUKSIM071	FALSE
32	33	9	37	24	FALSE	No	CRUKSIM071	FALSE
35	13	7	39	256	FALSE	No	CRUKSIM071	FALSE
35	14	10	35	87	TRUE	No	CRUKSIM071	FALSE
31	32	6	34	54	FALSE	No	CRUKSIM071	FALSE
31	35	7	43	3	FALSE	No	CRUKSIM071	FALSE
20	21	17	26	45	FALSE	No	CRUKSIM071	FALSE
20	31	10	41	31	FALSE	No	CRUKSIM071	FALSE
19	20	22	73	92	FALSE	No	CRUKSIM071	FALSE
36	19	48	96	240	FALSE	Yes	CRUKSIM071	TRUE
33	20	1	26	9	FALSE	No	CRUKSIM072	FALSE
32	33	0	20	42	FALSE	No	CRUKSIM072	FALSE
31	32	7	24	7	FALSE	No	CRUKSIM072	FALSE
31	36	2	28	6	FALSE	No	CRUKSIM072	FALSE
29	30	4	22	55	FALSE	No	CRUKSIM072	FALSE
29	31	4	25	10	FALSE	No	CRUKSIM072	FALSE
28	29	3	27	44	FALSE	No	CRUKSIM072	FALSE
28	38	3	23	65	FALSE	No	CRUKSIM072	FALSE
27	28	2	21	41	FALSE	No	CRUKSIM072	FALSE
26	15	6	37	2	FALSE	No	CRUKSIM072	FALSE
26	27	3	31	61	FALSE	No	CRUKSIM072	FALSE
25	26	7	28	8	TRUE	No	CRUKSIM072	FALSE
25	39	1	45	145	FALSE	No	CRUKSIM072	FALSE
24	25	3	41	16	FALSE	No	CRUKSIM072	FALSE
41	5	4	34	5	FALSE	No	CRUKSIM072	FALSE
43	17	7	27	116	FALSE	No	CRUKSIM072	FALSE
42	43	8	34	40	FALSE	No	CRUKSIM072	FALSE
40	41	7	30	14	FALSE	No	CRUKSIM072	FALSE
40	42	4	32	68	FALSE	No	CRUKSIM072	FALSE
23	24	4	46	23	FALSE	No	CRUKSIM072	FALSE
23	40	9	25	23	FALSE	No	CRUKSIM072	FALSE
44	23	10	80	200	FALSE	Yes	CRUKSIM072	TRUE
20	14	14	38	20	FALSE	No	CRUKSIM073	FALSE
19	20	9	37	82	FALSE	No	CRUKSIM073	FALSE
18	19	13	41	31	FALSE	No	CRUKSIM073	FALSE
22	23	7	48	145	FALSE	No	CRUKSIM073	FALSE
21	22	11	38	30	FALSE	No	CRUKSIM073	FALSE
17	18	13	42	80	FALSE	No	CRUKSIM073	FALSE
17	21	13	44	38	FALSE	No	CRUKSIM073	FALSE
28	29	11	42	18	FALSE	No	CRUKSIM073	FALSE
27	28	10	44	23	FALSE	No	CRUKSIM073	FALSE
27	11	8	41	27	FALSE	No	CRUKSIM073	FALSE
25	26	16	44	88	TRUE	No	CRUKSIM073	FALSE
25	27	15	51	54	FALSE	No	CRUKSIM073	FALSE
16	17	21	50	112	FALSE	No	CRUKSIM073	FALSE
16	25	15	56	132	FALSE	No	CRUKSIM073	FALSE
30	16	44	77	220	FALSE	Yes	CRUKSIM073	TRUE
24	25	14	31	8	FALSE	No	CRUKSIM074	FALSE
23	6	17	36	53	FALSE	No	CRUKSIM074	FALSE
23	24	12	41	17	FALSE	No	CRUKSIM074	FALSE
22	23	16	48	43	FALSE	No	CRUKSIM074	FALSE
29	9	12	35	141	FALSE	No	CRUKSIM074	FALSE
32	33	14	26	19	FALSE	No	CRUKSIM074	FALSE
30	31	15	27	55	TRUE	No	CRUKSIM074	FALSE
30	32	20	29	7	FALSE	No	CRUKSIM074	FALSE
28	29	17	34	103	FALSE	No	CRUKSIM074	FALSE
28	30	15	46	162	FALSE	No	CRUKSIM074	FALSE
27	28	14	39	65	FALSE	No	CRUKSIM074	FALSE
26	27	17	43	40	FALSE	No	CRUKSIM074	FALSE
21	22	17	55	23	FALSE	No	CRUKSIM074	FALSE
21	26	18	42	3	FALSE	No	CRUKSIM074	FALSE
35	36	13	53	262	FALSE	No	CRUKSIM074	FALSE
34	35	20	60	2	FALSE	No	CRUKSIM074	FALSE
20	21	20	56	24	FALSE	No	CRUKSIM074	FALSE
20	34	17	55	53	FALSE	No	CRUKSIM074	FALSE
38	20	72	84	120	FALSE	Yes	CRUKSIM074	TRUE
28	29	5	21	6	FALSE	No	CRUKSIM075	FALSE
27	20	8	22	12	FALSE	No	CRUKSIM075	FALSE
27	28	9	22	11	FALSE	No	CRUKSIM075	FALSE
26	27	8	32	110	FALSE	No	CRUKSIM075	FALSE
32	33	10	28	51	FALSE	No	CRUKSIM075	FALSE
25	26	13	35	141	FALSE	No	CRUKSIM075	FALSE
25	32	13	22	20	FALSE	No	CRUKSIM075	FALSE
38	22	8	16	36	FALSE	No	CRUKSIM075	FALSE
37	38	4	19	3	FALSE	No	CRUKSIM075	FALSE
36	37	8	26	154	FALSE	No	CRUKSIM075	FALSE
36	39	3	27	15	FALSE	No	CRUKSIM075	FALSE
44	13	6	20	90	FALSE	No	CRUKSIM075	FALSE
43	44	9	32	14	FALSE	No	CRUKSIM075	FALSE
43	7	9	23	64	FALSE	No	CRUKSIM075	FALSE
42	43	9	15	16	FALSE	No	CRUKSIM075	FALSE
40	41	5	24	67	TRUE	No	CRUKSIM075	FALSE
40	42	10	19	4	FALSE	No	CRUKSIM075	FALSE
35	36	8	23	13	FALSE	No	CRUKSIM075	FALSE
35	40	11	26	1	FALSE	No	CRUKSIM075	FALSE
34	35	18	22	117	FALSE	No	CRUKSIM075	FALSE
24	25	11	31	1	FALSE	No	CRUKSIM075	FALSE
24	34	7	35	14	FALSE	No	CRUKSIM075	FALSE
46	24	48	60	240	FALSE	Yes	CRUKSIM075	TRUE
29	30	23	27	31	FALSE	No	CRUKSIM076	FALSE
28	29	22	30	21	FALSE	No	CRUKSIM076	FALSE
27	28	29	30	54	FALSE	No	CRUKSIM076	FALSE
38	18	13	18	144	FALSE	No	CRUKSIM076	FALSE
39	40	12	18	14	FALSE	No	CRUKSIM076	FALSE
39	11	11	19	13	FALSE	No	CRUKSIM076	FALSE
37	38	13	14	4	FALSE	No	CRUKSIM076	FALSE
37	39	13	12	8	FALSE	No	CRUKSIM076	FALSE
36	37	14	20	6	FALSE	No	CRUKSIM076	FALSE
43	3	12	16	9	FALSE	No	CRUKSIM076	FALSE
42	43	11	12	61	TRUE	No	CRUKSIM076	FALSE
44	13	6	17	121	FALSE	No	CRUKSIM076	FALSE
41	42	14	15	19	FALSE	No	CRUKSIM076	FALSE
41	44	11	16	2	FALSE	No	CRUKSIM076	FALSE
35	36	13	29	23	TRUE	No	CRUKSIM076	FALSE
35	41	10	18	86	TRUE	No	CRUKSIM076	FALSE
34	35	17	22	37	FALSE	No	CRUKSIM076	FALSE
34	45	16	24	39	FALSE	No	CRUKSIM076	FALSE
33	22	29	37	37	TRUE	No	CRUKSIM076	FALSE
33	34	20	28	123	FALSE	No	CRUKSIM076	FALSE
26	27	26	35	57	FALSE	No	CRUKSIM076	FALSE
26	33	15	26	5	FALSE	No	CRUKSIM076	FALSE
25	26	34	57	46	FALSE	No	CRUKSIM076	FALSE
48	25	96	60	240	FALSE	Yes	CRUKSIM076	TRUE
21	22	13	35	2	FALSE	No	CRUKSIM077	FALSE
25	26	6	28	1	FALSE	No	CRUKSIM077	FALSE
24	13	9	27	62	FALSE	No	CRUKSIM077	FALSE
24	25	13	38	27	TRUE	No	CRUKSIM077	FALSE
20	21	15	26	75	FALSE	No	CRUKSIM077	FALSE
20	24	12	33	72	FALSE	No	CRUKSIM077	FALSE
29	3	6	22	22	FALSE	No	CRUKSIM077	FALSE
28	29	21	21	45	FALSE	No	CRUKSIM077	FALSE
32	10	5	20	9	FALSE	No	CRUKSIM077	FALSE
31	32	4	15	19	FALSE	No	CRUKSIM077	FALSE
30	31	7	16	197	FALSE	No	CRUKSIM077	FALSE
27	28	11	19	42	FALSE	No	CRUKSIM077	FALSE
27	30	12	29	39	FALSE	No	CRUKSIM077	FALSE
19	20	21	38	61	FALSE	No	CRUKSIM077	FALSE
19	27	3	39	204	FALSE	No	CRUKSIM077	FALSE
18	19	18	34	3	FALSE	No	CRUKSIM077	FALSE
34	18	44	55	220	FALSE	Yes	CRUKSIM077	TRUE
19	20	21	40	188	TRUE	No	CRUKSIM078	FALSE
21	22	21	32	61	TRUE	No	CRUKSIM078	FALSE
18	19	12	45	32	FALSE	No	CRUKSIM078	FALSE
18	21	24	38	124	FALSE	No	CRUKSIM078	FALSE
25	15	32	47	26	FALSE	No	CRUKSIM078	FALSE
24	25	29	34	48	FALSE	No	CRUKSIM078	FALSE
27	28	29	28	34	FALSE	No	CRUKSIM078	FALSE
26	27	20	38	15	FALSE	No	CRUKSIM078	FALSE
23	24	39	39	13	FALSE	No	CRUKSIM078	FALSE
23	26	28	35	252	FALSE	No	CRUKSIM078	FALSE
17	18	37	59	144	FALSE	No	CRUKSIM078	FALSE
17	23	30	40	1	FALSE	No	CRUKSIM078	FALSE
16	17	30	47	11	FALSE	No	CRUKSIM078	FALSE
16	29	32	54	131	FALSE	No	CRUKSIM078	FALSE
30	16	96	72	120	FALSE	Yes	CRUKSIM078	TRUE
21	22	20	53	17	FALSE	No	CRUKSIM079	FALSE
26	7	17	30	106	FALSE	No	CRUKSIM079	FALSE
30	6	21	23	24	FALSE	No	CRUKSIM079	FALSE
29	30	23	42	32	FALSE	No	CRUKSIM079	FALSE
33	2	18	28	16	TRUE	No	CRUKSIM079	FALSE
32	33	14	38	82	FALSE	No	CRUKSIM079	FALSE
35	36	9	30	17	FALSE	No	CRUKSIM079	FALSE
34	35	19	29	161	FALSE	No	CRUKSIM079	FALSE
31	32	25	31	138	FALSE	No	CRUKSIM079	FALSE
31	34	22	39	35	FALSE	No	CRUKSIM079	FALSE
28	29	10	30	104	FALSE	No	CRUKSIM079	FALSE
28	31	22	33	3	FALSE	No	CRUKSIM079	FALSE
25	26	29	28	120	FALSE	No	CRUKSIM079	FALSE
25	28	20	31	40	TRUE	No	CRUKSIM079	FALSE
23	24	34	45	27	FALSE	No	CRUKSIM079	FALSE
23	25	24	45	90	FALSE	No	CRUKSIM079	FALSE
20	21	26	51	57	FALSE	No	CRUKSIM079	FALSE
20	23	31	42	11	FALSE	No	CRUKSIM079	FALSE
38	20	96	72	120	FALSE	Yes	CRUKSIM079	TRUE
25	26	11	18	16	FALSE	No	CRUKSIM080	FALSE
24	25	7	17	118	FALSE	No	CRUKSIM080	FALSE
29	30	13	23	116	FALSE	No	CRUKSIM080	FALSE
